code,pctl,evaluationperiod_pctl,speed,evaluationperiod_speed,goal,indicatorcode,indicatorname,value,orig_value,diff,more_is_better,target_value
COM,80-100,2015-2023,3.689084123,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),16.66666667,3.03030303,13.63636364,1,50
CPV,80-100,2015-2023,6.911750681,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),41.66666667,20.83333333,20.83333333,1,50
CRI,80-100,2015-2023,6.25366364,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),47.36842105,33.33333333,14.03508772,1,50
DJI,80-100,2015-2023,3.668560855,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),26.15384615,12.72727273,13.42657343,1,50
DMA,80-100,2015-2023,4.906447204,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),37.5,21.875,15.625,1,50
FRA,80-100,2015-2023,3.799736199,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),37.78162912,26.16984402,11.6117851,1,50
FSM,80-100,2015-2023,3.931051916,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),14.28571429,0,14.28571429,1,50
HRV,80-100,2015-2023,4.720021949,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),31.78807947,15.23178808,16.55629139,1,50
JAM,80-100,2015-2023,4.390631156,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),28.57142857,12.6984127,15.87301587,1,50
KNA,80-100,2015-2023,5.052264175,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),31.25,13.33333333,17.91666667,1,50
LVA,80-100,2015-2023,4.048893009,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),32,18,14,1,50
MCO,80-100,2015-2023,9.023351136,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),45.83333333,20.83333333,25,1,50
MDA,80-100,2015-2023,5.362610398,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),38.61386139,21.78217822,16.83168317,1,50
MEX,80-100,2015-2023,4.980327772,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),50,42.36947791,7.630522088,1,50
MKD,80-100,2015-2023,3.57707021,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),42.5,33.33333333,9.166666667,1,50
MLI,80-100,2015-2023,5.421852248,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),28.57142857,8.843537415,19.72789116,1,50
MLT,80-100,2015-2023,4.13350189,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),27.84810127,12.85714286,14.99095841,1,50
NER,80-100,2015-2022,3.94545076,2015-2022,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),25.90361446,13.27433628,12.62927817,1,50
NIC,80-100,2015-2020,5.030836874,2015-2020,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),47.25274725,41.30434783,5.948399427,1,50
NZL,80-100,2015-2023,5.076618422,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),44.26229508,31.40495868,12.8573364,1,50
PER,80-100,2015-2023,5.273981926,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),38.75968992,22.30769231,16.45199761,1,50
SLE,80-100,2015-2023,4.357032792,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),28.18791946,12.39669421,15.79122525,1,50
SMR,80-100,2015-2023,4.840608532,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),33.33333333,16.66666667,16.66666667,1,50
THA,80-100,2015-2023,3.418194316,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),18.83767535,6.091370558,12.74630479,1,50
UZB,80-100,2015-2023,5.099881102,2015-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),33.57142857,16,17.57142857,1,50
EGY,80-100,2016-2023,3.985979292,2016-2023,5,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),27.53378378,14.93288591,12.60089788,1,50
BDI,0-20,2015-2023,0,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",857.091186,945.9955315,-88.90434553,1,200000
CAF,40-60,2015-2023,0,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1018.526499,1002.762765,15.76373391,1,200000
SOM,40-60,2015-2023,0.221906622,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1452.357532,1447.801229,4.556302789,1,200000
MOZ,0-20,2015-2023,0,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1493.663144,1495.938705,-2.275560687,1,200000
COD,40-60,2015-2023,0.45377455,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1506.045667,1306.247629,199.7980382,1,200000
NER,40-60,2015-2023,0.212838413,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1638.087504,1457.870024,180.2174808,1,200000
LBR,0-20,2015-2023,-0.204448806,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1639.628586,1731.595115,-91.96652867,1,200000
SLE,40-60,2015-2023,0.417287219,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1664.538919,1524.38761,140.1513091,1,200000
MWI,0-20,2015-2023,0,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1683.458589,1670.257764,13.20082485,1,200000
MDG,0-20,2015-2023,0,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1690.1646,1671.1073,19.05730056,1,200000
TCD,0-20,2015-2023,-0.8863241,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1775.063825,2293.08176,-518.0179354,1,200000
AFG,0-20,2015-2022,-1.769664768,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",1955.212904,2974.573322,-1019.360417,1,200000
GNB,40-60,2015-2023,0.674393902,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2370.857515,2030.74439,340.1131248,1,200000
MLI,20-40,2015-2023,0.316686734,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2457.085224,2330.978455,126.1067688,1,200000
BFA,20-40,2015-2023,0.653517518,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2457.974377,2102.628673,355.3457043,1,200000
LSO,0-20,2015-2023,-0.71808573,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2518.293823,2950.403023,-432.1092001,1,200000
SLB,0-20,2015-2023,-0.143397958,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2735.516329,2782.140483,-46.62415366,1,200000
UGA,20-40,2015-2023,0.442285008,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2792.533406,2523.657176,268.8762296,1,200000
ETH,60-80,2015-2023,1.27265595,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2802.597609,1984.066266,818.5313436,1,200000
SDN,0-20,2015-2023,-1.892393769,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2827.732666,4361.127441,-1533.394775,1,200000
TGO,20-40,2015-2023,0.598262048,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2844.099666,2376.458797,467.6408694,1,200000
GMB,20-40,2015-2023,0.581949812,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2850.577604,2464.270709,386.3068949,1,200000
SYR,0-20,2015-2021,-0.864983444,2015-2021,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2914.530559,3356.102919,-441.5723592,1,200000
HTI,0-20,2015-2023,-0.648737583,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2934.432582,3408.972773,-474.5401915,1,200000
VUT,0-20,2015-2023,-0.132780965,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",2988.096067,3138.451043,-150.3549755,1,200000
RWA,60-80,2015-2023,1.200510995,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3029.588092,2236.063856,793.5242361,1,200000
KIR,20-40,2015-2023,0.828920569,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3174.383255,2616.70882,557.6744354,1,200000
COM,20-40,2015-2023,0.244613192,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3474.577378,3344.340853,130.2365254,1,200000
ZWE,0-20,2015-2023,-0.118315192,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3515.238425,3584.098151,-68.85972621,1,200000
TZA,20-40,2015-2023,0.619072424,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3580.775391,3080.54126,500.2341309,1,200000
ZMB,20-40,2015-2023,0.115805077,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3718.700564,3610.135921,108.564643,1,200000
FSM,20-40,2015-2023,0,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3800.618394,3764.520184,36.09820964,1,200000
BEN,20-40,2015-2023,0.848287046,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3829.284946,3067.540545,761.7444013,1,200000
GIN,60-80,2015-2023,1.337247887,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",3992.461796,2904.377499,1088.084297,1,200000
PNG,0-20,2015-2023,0,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",4152.939219,4185.312653,-32.37343474,1,200000
SEN,20-40,2015-2023,0.748934581,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",4356.333506,3653.160729,703.1727777,1,200000
TJK,60-80,2015-2023,1.680484045,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",4580.899283,3084.18206,1496.717223,1,200000
TLS,20-40,2015-2023,0.097473487,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",4604.815452,4477.612477,127.2029746,1,200000
NPL,40-60,2015-2023,0.928011809,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",4670.738364,3774.195902,896.542462,1,200000
CMR,20-40,2015-2023,0.190026446,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",4849.494853,4645.877658,203.6171951,1,200000
KHM,40-60,2015-2023,1.295780297,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",5069.409007,3822.060511,1247.348496,1,200000
TUV,40-60,2015-2023,0.849582019,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",5194.985039,4276.212465,918.7725739,1,200000
PSE,0-20,2015-2023,-0.65227369,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",5307.601223,6072.650318,-765.0490946,1,200000
MMR,20-40,2015-2023,0,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",5322.788174,5273.127505,49.66066901,1,200000
STP,20-40,2015-2023,0.257098877,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",5465.566406,5188.624505,276.9419016,1,200000
PAK,20-40,2015-2023,0.702188921,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",5599.322429,4784.479893,814.8425362,1,200000
NGA,0-20,2015-2023,-0.393552296,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",5694.976916,6202.257189,-507.280273,1,200000
KEN,40-60,2015-2023,0.878421555,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",5699.821191,4703.297665,996.5235254,1,200000
WSM,0-20,2015-2023,-0.304533668,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6021.679135,6378.217621,-356.5384859,1,200000
COG,0-20,2015-2023,-1.824012309,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6249.118075,9036.55205,-2787.433976,1,200000
MRT,20-40,2015-2023,0.229866682,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6250.325652,5999.402056,250.9235962,1,200000
KGZ,20-40,2015-2023,0.543843941,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6402.196251,5678.372339,723.8239117,1,200000
DJI,40-60,2015-2023,1.217953866,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6493.487744,5009.635365,1483.852379,1,200000
HND,20-40,2015-2023,0.536703345,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6499.473576,5776.763537,722.7100384,1,200000
TON,20-40,2015-2022,0.339249329,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6554.838268,6195.498559,359.3397091,1,200000
GHA,40-60,2015-2023,0.844354761,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6729.932803,5573.402592,1156.53021,1,200000
MHL,60-80,2015-2023,1.807649396,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",6752.484326,4612.131029,2140.353297,1,200000
CIV,40-60,2015-2023,1.138299905,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",7022.415976,5468.152584,1554.263392,1,200000
AGO,0-20,2015-2023,-1.648521552,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",7247.476442,9991.6025,-2744.126058,1,200000
NIC,20-40,2015-2023,0.414326795,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",7250.354968,6719.136144,531.2188244,1,200000
BGD,60-80,2015-2023,1.999070576,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",8171.517091,5405.386482,2766.130609,1,200000
CPV,20-40,2015-2023,0.776345437,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",8190.026296,7015.58694,1174.439356,1,200000
LAO,40-60,2015-2023,1.107450406,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",8406.389091,6717.79186,1688.597231,1,200000
UZB,40-60,2015-2023,1.341424068,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",8765.549212,6697.922619,2067.626593,1,200000
MAR,0-20,2015-2023,0.3543337,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",8782.291992,8178.865723,603.4262695,1,200000
IND,60-80,2015-2023,1.711795695,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",9172.096108,6513.44398,2658.652128,1,200000
JOR,0-20,2015-2023,-0.10803059,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",9421.003606,9632.637337,-211.6337306,1,200000
BOL,0-20,2015-2023,0.32691347,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",9668.957102,9079.790151,589.1669509,1,200000
PHL,40-60,2015-2023,1.036236993,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",9694.646086,7862.096988,1832.549098,1,200000
JAM,0-20,2015-2023,0.258305088,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",10343.18547,9806.422982,536.7624869,1,200000
SWZ,20-40,2015-2023,0.788386719,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",10582.77728,9081.967369,1500.80991,1,200000
SLV,40-60,2015-2023,0.852832603,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",11305.21686,9572.791073,1732.42579,1,200000
NRU,0-20,2015-2023,0.189732482,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",11420.81246,11041.83361,378.9788529,1,200000
NAM,0-20,2015-2023,-0.536278371,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",11498.31896,12654.76263,-1156.443665,1,200000
LBN,0-20,2015-2022,-1.498936257,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",12007.23359,15152.15308,-3144.919488,1,200000
TUN,0-20,2015-2023,-0.087654018,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",12332.14556,12518.42494,-186.2793857,1,200000
IRQ,0-20,2015-2023,-0.338224643,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",12590.80445,13445.40831,-854.6038548,1,200000
GTM,40-60,2015-2023,0.772630031,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",12679.08215,11019.3001,1659.782046,1,200000
BLZ,0-20,2015-2023,0.261378644,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",12795.1798,12220.5355,574.6443033,1,200000
LKA,0-20,2015-2023,-0.042144302,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",13029.52426,13100.69101,-71.16674376,1,200000
XKX,60-80,2015-2023,1.712667305,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",13546.95142,9825.41962,3721.531797,1,200000
FJI,20-40,2015-2023,0.640209898,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",13562.38076,12149.31743,1413.063338,1,200000
VNM,60-80,2015-2023,2.063347694,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",13695.67119,9311.407525,4384.263668,1,200000
BTN,40-60,2015-2022,0.865470661,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",14033.61829,12194.86639,1838.751896,1,200000
IDN,40-60,2015-2023,1.351294876,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",14072.85371,11007.49113,3065.362585,1,200000
ZAF,0-20,2015-2023,-0.194158961,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",14284.33992,14756.35121,-472.0112901,1,200000
ECU,0-20,2015-2023,0.159008341,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",14304.92185,13924.68765,380.2341987,1,200000
PER,0-20,2015-2023,0.269100597,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",15068.48868,14424.96018,643.5285006,1,200000
DZA,0-20,2015-2023,-0.037325689,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",15347.53242,15425.94052,-78.40809784,1,200000
MDA,60-80,2015-2023,1.633499071,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",15669.69452,11691.07975,3978.614767,1,200000
PRY,20-40,2015-2023,0.492540164,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",15743.14153,14383.58612,1359.555412,1,200000
PLW,0-20,2015-2023,-1.532768111,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",15765.57778,20389.58775,-4624.009973,1,200000
DMA,0-20,2015-2023,-0.036297114,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",15862.82736,16018.48855,-155.661192,1,200000
GRD,20-40,2015-2023,0.487776748,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",15912.8118,14598.07941,1314.732396,1,200000
IRN,20-40,2015-2023,0.83220693,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",16153.98735,14046.04828,2107.93907,1,200000
UKR,0-20,2015-2023,0.21829877,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",16231.34375,15625.72852,605.6152344,1,200000
MNG,20-40,2015-2023,0.749081627,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",16321.94733,14267.38106,2054.566263,1,200000
GNQ,0-20,2015-2023,-3.746270014,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",16876.86777,30004.94624,-13128.07847,1,200000
EGY,40-60,2015-2023,1.235271507,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",16960.56732,13683.31112,3277.2562,1,200000
BRB,0-20,2015-2023,0.207220316,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",17447.90359,16807.02438,640.879209,1,200000
BWA,20-40,2015-2023,0.783563089,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",17471.34196,15287.95306,2183.388892,1,200000
LBY,60-80,2015-2023,1.31385197,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",17703.86868,14124.8163,3579.052381,1,200000
VCT,40-60,2015-2023,1.262691456,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",17915.27989,14430.18741,3485.092479,1,200000
ALB,60-80,2015-2023,1.814321324,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",18059.93791,13234.14406,4825.793847,1,200000
BRA,20-40,2015-2023,0.19764787,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",18554.10534,18042.80938,511.2959648,1,200000
COL,20-40,2015-2023,0.567790642,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",18777.4054,17073.65901,1703.746386,1,200000
SUR,0-20,2015-2023,-1.317870996,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",18971.22475,23375.7099,-4404.485151,1,200000
GAB,0-20,2015-2023,-0.397598756,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",19782.28178,21077.46091,-1295.179134,1,200000
BIH,60-80,2015-2023,1.907564038,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",19860.3408,14396.82459,5463.516219,1,200000
ARM,80-100,2015-2023,2.462707313,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",20780.644,13686.74613,7093.897877,1,200000
THA,20-40,2015-2023,0.683070045,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",21112.63861,18877.26648,2235.372135,1,200000
AZE,20-40,2015-2023,0.180350466,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",21349.35047,20694.77876,654.5717154,1,200000
CHN,80-100,2015-2023,2.49138884,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",22135.43246,14575.93479,7559.497666,1,200000
GEO,80-100,2015-2023,2.405134912,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",22246.85185,14936.84341,7310.008434,1,200000
MDV,40-60,2015-2023,1.227857786,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",22361.73747,18378.88581,3982.851662,1,200000
MEX,20-40,2015-2023,0.145311922,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",22366.65789,21871.15272,495.505168,1,200000
TCA,0-20,2015-2023,-1.587717598,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",22371.51767,28265.74518,-5894.227511,1,200000
LCA,20-40,2015-2023,0.619418329,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",22650.16745,20604.29624,2045.871209,1,200000
DOM,60-80,2015-2023,1.627128073,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",23084.4568,17826.54876,5257.908038,1,200000
MKD,40-60,2015-2023,1.190344044,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",23423.9489,19412.31177,4011.637138,1,200000
SRB,80-100,2015-2023,2.050355923,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",24510.78743,17707.09328,6803.694148,1,200000
CRI,40-60,2015-2023,1.292361341,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",25754.78636,21171.7219,4583.064462,1,200000
ARG,0-20,2015-2023,-0.614030892,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",26466.54656,28905.76135,-2439.214788,1,200000
MUS,40-60,2015-2023,1.179718582,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",26588.93239,22335.28362,4253.648775,1,200000
CUW,0-20,2015-2022,-0.88370316,2015-2022,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",27581.50422,30706.05594,-3124.551721,1,200000
BLR,20-40,2015-2023,0.574996423,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",27718.36702,25513.1853,2205.181724,1,200000
MNE,60-80,2015-2023,1.694162517,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",27776.40103,21614.25153,6162.149499,1,200000
TTO,0-20,2015-2023,-1.904788777,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",28458.0334,36536.80541,-8078.772006,1,200000
ATG,40-60,2015-2023,0.801715461,2015-2023,1,NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)",28665.59663,25596.32162,3069.275008,1,200000
